Solar System Name,Security Rating,Region,Constellation,Coordinate x,Coordinate z,Coordinate y,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Pronunciation 1,Pronunciation 1 Syllable Count,Pronunciation 2,Pronunciation 2 Syllable Count,Pronunciation 3,Pronunciation 3 Syllable Count
0-WT2D,-0.118,Querious,H-6HGD,-32.0949506698032,5.4247065211944,-18.8741675344842,7GCD-P,7V-KHW,,,,,,,,,,,,
0-WVQS,-0.074,Outer Ring,Belt,-37.3376033257968,1.8598546668458,9.9703199496793,0-9UHT,5WAE-M,,,,,,,,,,,,
0-XIDJ,-0.119,Venal,E-I1JW,-15.9544879636439,8.832358623055,28.8821470899806,O-TVTD,P-GKF5,SBL5-R,,,,,,,,,,,
0-YMBJ,-0.159,Tribute,X-VN63,-17.1220828809596,10.8173557785319,23.5484948779501,KQK1-2,UMI-KK,,,,,,,,,,,,
006-L3,-0.266,Fountain,Mermaid,-49.1561072389305,3.7308978601402,-4.0972131957996,PB-0C1,XUW-3X,,,,,,,,,,,,
00GD-D,-0.204,Fountain,Satyr,-43.4823091117447,3.7624460478914,4.2364551558732,C-N4OD,C1XD-X,RE-C26,,,,,,,,,,,
00TY-J,-0.029,Cloud Ring,Assilot,-30.1828579361522,8.6339192939429,17.7834985602193,5S-KNL,6RCQ-V,PPG-XC,XG-D1L,,,,,,,,,,
01B-88,-0.743,Perrigen Falls,TPB-KG,19.6764738390989,2.8864261337662,15.8309123701622,0-U2M4,5-U12M,F18-AY,,,,,,,,,,,
01TG-J,-0.151,Impass,05M-I1,-5.1170366458996,1.8202280397756,-36.1422569793175,U3SQ-X,UK-SHL,,,,,,,,,,,,
02V-BK,-0.163,Esoteria,E-ILCH,-6.7118400277007,-1.8225265402422,-44.9981247991067,DL-CDY,JD-TYH,R-ARKN,,,,,,,,,,,
03-OR2,-0.17,Scalding Pass,02QH-A,7.756619311927,-0.6188421013899,-9.7821646429946,5-MQQ7,JLO-Z3,U2-28D,,,,,,,,,,,
04-EHC,-0.56,Insmother,V2S-RH,20.1885620819303,-1.5486333645761,-17.8114662799838,5IH-GL,W-MF6J,,,,,,,,,,,,
04-LQM,-0.64,Geminate,NK-AOZ,0.7529531116295,7.702829368829,12.168734568864,6L78-1,LX-ZOJ,Y8R-XZ,,,,,,,,,,,
04EI-U,-0.077,Cache,VS-8P0,17.5323011175172,1.3018707646955,-11.2535597991757,M-CNUD,W2T-TR,,,,,,,,,,,,
05R-7A,-0.402,Vale of the Silent,BUG6-X,-9.1474049609722,7.7068147360029,19.4554997198436,FS-RFL,N-HSK0,X97D-W,,,,,,,,,,,
06-70G,-0.56,Malpais,GDBW-2,15.8507404947429,4.7544212324895,10.953551269773,GL6S-2,LO5-LN,RUF3-O,UYG-YX,,,,,,,,,,
07-SLO,-0.398,Wicked Creek,760-9C,10.566295166777,-1.8699633873413,-16.761963176074,DUO-51,G063-U,GPD5-0,Z-A8FS,,,,,,,,,,
08-N7Q,-0.716,Immensea,YENX-U,3.8917638241739,-0.0982752379758,-24.0140585364115,6-I162,U9U-TQ,Y-C4AL,,,,,,,,,,,
08S-39,-0.853,Period Basis,NOK-FZ,-40.6367289904546,7.8151723183251,-42.5754946421188,0A-KZ0,,,,,,,,,,,,,
08Z-JJ,-0.179,Providence,HS7W-T,-12.7670522002148,5.2405393310531,-18.0401400561017,6-OQJV,S9X-AX,X-4WZD,,,,,,,,,,,
09-8TH,-0.002,UUA-F4,7PUP-K,7.0636200316127,6.2964687415196,23.3501886191157,,,,,,,,,,,,,,
0A-KZ0,-0.664,Period Basis,NOK-FZ,-41.0523780376369,7.2298737402404,-41.1000061465544,08S-39,E-DOF2,UR-E46,,,,,,,,,,,
0B-HLZ,-0.112,Providence,Q-6LG1,-12.1812978251234,5.6211663446302,-14.8692674566827,3D-CQU,3KB-J0,I-MGAB,,,,,,,,,,,
0B-VOJ,-0.559,Cobalt Edge,DA0V-R,31.4029438259717,3.9812732872215,24.5336536871571,E0DR-G,,,,,,,,,,,,,
0D-CHA,-0.792,Outer Ring,Sole,-45.1806594887823,-0.0152870030734,9.1416835553345,A2V6-6,YVA-F0,,,,,,,,,,,,
0DD-MH,-0.408,Omist,U7-GIV,13.9212017774746,-0.2745824640773,-40.8978316670921,99-0GS,NQH-MR,,,,,,,,,,,,
0EK-NJ,-0.058,Syndicate,DS-M4Q,-27.9448135524236,2.5110948720853,6.5200592758534,PFP-GU,UM-Q7F,,,,,,,,,,,,
0FG-KS,-0.198,Perrigen Falls,B-MQ0Y,24.4156295565768,2.8710446928133,5.4197863296375,F-5WYK,FLK-LJ,RZ3O-K,,,,,,,,,,,
0G-A25,-0.021,Stain,QO-17V,-13.872014021155,3.8570425916146,-36.9644384923426,F9SX-1,,,,,,,,,,,,,
0GN-VO,-0.09,Stain,Y-2D6Q,-12.9352293030149,3.0906977113589,-30.1506556257933,9U6-SV,O5Y3-W,,,,,,,,,,,,
0IF-26,-0.396,Detorid,NZU8-G,13.7149898705822,-2.7368270662481,-21.0393366450242,W6P-7U,,,,,,,,,,,,,
0IRK-R,-0.006,A821-A,F-0CTG,2.3964144661097,5.9543294075838,32.7115765051974,,,,,,,,,,,,,,
0J-MQW,-0.913,The Spire,3D-ROC,19.9176865939822,6.8860063138926,4.3882769250768,APES-G,K-BBYU,,,,,,,,,,,,
0J3L-V,-0.791,Vale of the Silent,5YHF-H,-7.2917148253217,9.6480937779573,22.1741730757535,WH-JCA,Z-8Q65,,,,,,,,,,,,
0LTQ-C,-0.219,Syndicate,49A-BZ,-31.7250964095291,3.4653918888247,10.2387897546411,2P-4LS,31-MLU,LSC4-P,,,,,,,,,,,
0LY-W1,-0.55,Cache,FQ-COP,29.1962336466472,-2.9994220126076,-9.2982662961809,BTLH-I,,,,,,,,,,,,,
0M-103,-0.317,Tenal,GFE-SS,-6.4125156833663,7.1356529154697,43.6865111328605,HE5T-A,Z-LO6I,,,,,,,,,,,,
0M-24X,-0.316,Etherium Reach,PGPJ-8,16.5146457248107,6.9837310059385,2.8385972035363,D-CR6W,IS-OBW,,,,,,,,,,,,
0M-M64,-0.293,J7HZ-F,3A-CND,-3.1483287015897,8.2280586927058,27.6226521406192,,,,,,,,,,,,,,
0MV-4W,-0.663,Vale of the Silent,5YHF-H,-6.6449392350514,10.5588359907465,20.1981936419679,T-GCGL,TVN-FM,,,,,,,,,,,,
0N-3RO,-0.204,Delve,6-UCYU,-40.14668474896,4.500006063504,-25.0273689861152,I3Q-II,YZ9-F6,,,,,,,,,,,,
0NV-YU,-0.287,Great Wildlands,BB8E-G,4.1520156837229,3.5202173361949,-8.1971932948338,V-2GYS,W-RFUO,WPR-EI,,,,,,,,,,,
0OTX-J,-0.424,Period Basis,NOK-FZ,-42.5568318392592,6.4614339381488,-40.4773035708956,3OP-3E,48I1-X,E-DOF2,,,,,,,,,,,
0OYZ-G,-0.717,Feythabolis,42-WDG,3.9665106745844,-5.1978520035857,-45.6379893845859,D6SK-L,R97-CI,SWBV-2,,,,,,,,,,,
0P-F3K,-0.566,Deklein,Z-D6K5,-22.6430487784609,11.1170527329369,26.9459121872709,FMB-JP,K5F-Z2,,,,,,,,,,,,
0P-U0Q,-0.483,Tenerifis,6I-3VX,11.9826671301563,-3.4787674147158,-31.4381918631811,B-6STA,XGH-SH,,,,,,,,,,,,
0P9Z-I,-0.369,Branch,8-IL7S,-12.8946313798217,8.2155387209121,38.8552847051604,Q-FEEJ,Z-K495,,,,,,,,,,,,
0PI4-E,-0.004,Great Wildlands,V-4QJC,1.6899385792412,-0.9068974972023,-4.8921553149624,6WT-BE,9SNK-O,UNJ-GX,,,,,,,,,,,
0PU2-R,-0.201,Oasa,D61-WV,20.4458539214526,9.1443266835249,6.5793111737518,91-KD8,B-ETDW,XM-RMD,,,,,,,,,,,
0R-F2F,-0.313,Vale of the Silent,DILJ-7,-5.3606848788867,9.6171826613594,18.0890526670256,2DWM-2,5T-KM3,669-IX,,,,,,,,,,,
0R-GZQ,-0.444,Great Wildlands,IYOO-M,4.4577047883679,2.116559222746,-10.2010742369326,GF-3FL,,,,,,,,,,,,,
0RI-OV,-0.294,Wicked Creek,5ZR-29,6.8135628973578,0.7683343718172,-14.4610385065662,C0O6-K,G9NE-B,L-Z9KJ,SR-4EK,,,,,,,,,,
0RZ5-2,-0.228,J7HZ-F,OG-DJD,-0.5403700072032,10.4789506452982,22.6403959060402,,,,,,,,,,,,,,
0S1-GI,-0.301,The Kalevala Expanse,S4S-SD,13.5463360452837,5.861227441944,9.2136907227226,74-DRC,M3-H2Y,O31W-6,,,,,,,,,,,
0SHT-A,-0.16,Curse,Paradise,1.8226931038899,-0.627779395898,-16.5619030492988,D87E-A,JWJ-P1,U-QVWD,V-IUEL,,,,,,,,,,
0SUF-3,-0.286,Paragon Soul,GEP-XF,-11.9005259313018,-0.642408158448,-46.4261852919447,G-M4GK,GQ2S-8,O1Q-P1,,,,,,,,,,,
0T-AMZ,-0.01,Syndicate,QS-FVH,-34.8579194911417,0.0285299149161,7.8128946369591,57-YRU,TQ-RR8,,,,,,,,,,,,
0T-LIB,-0.206,Stain,R-IZDC,-21.8645020876029,7.1732240342365,-29.1010392267261,XFBE-T,,,,,,,,,,,,,
0TKF-6,-0.417,Querious,YB7B-8,-30.9253679374209,6.7219640593501,-23.2508375909857,3-FKCZ,60M-TG,VT-G2P,YOP-0T,,,,,,,,,,
0TYR-T,-0.156,Wicked Creek,AC-RON,13.9145865171678,0.3465536202108,-14.2755022308739,8-OZU1,L-FM3P,SN9-3Z,,,,,,,,,,,
0UBC-R,-0.214,Insmother,UR-HG4,12.118859684758,-1.0195076329929,-13.79958604316,3U-48K,67Y-NR,,,,,,,,,,,,
0V0R-R,-0.58,Deklein,A21H-Z,-30.7099452811904,8.9706189297312,32.8096400882327,LEK-N5,OWXT-5,,,,,,,,,,,,
0VK-43,-0.135,Tenerifis,G3IP-E,4.3585917536434,-1.1442926476197,-29.1408690969983,CCE-0J,TY2X-C,X-1QGA,,,,,,,,,,,
0XN-SK,-0.577,Perrigen Falls,TY0-Q2,23.1779858596656,3.7698941760545,6.6708860340082,4F9Y-3,5V-Q1R,M4-KX5,RZ3O-K,,,,,,,,,,
0Y1-M7,-0.085,Stain,5VN-B7,-10.901430345888,4.6548004449832,-26.8008443546183,7R5-7R,VTGN-U,,,,,,,,,,,,
0Z-VHC,-0.024,A821-A,O-BSIB,3.4669893664487,7.2616091390128,23.8591722802401,,,,,,,,,,,,,,
0ZN7-G,-0.048,Paragon Soul,TCC-ZV,-9.0302121520152,-5.0911012500334,-47.2375816940836,H8-ZTO,T-ZFID,,,,,,,,,,,,
1-10QG,-0.017,Outer Passage,J33-JR,30.1065470239694,-6.7245870784573,2.9963176779523,6-GRN7,WIO-OL,,,,,,,,,,,,
1-1I53,-0.072,Providence,04-H4M,-14.0723537074494,7.2370057366314,-17.2512496641765,18-GZM,N8XA-L,ZT-LPU,,,,,,,,,,,
1-2J4P,-0.408,Delve,OK-FEM,-39.8471676556464,6.5333546483687,-32.5078394352138,9GNS-2,CX8-6K,L-YMYU,M0O-JG,,,,,,,,,,
1-3HWZ,-0.045,Cloud Ring,Yrton,-32.7483635910595,4.6033188916985,10.643508026127,A-SJ8X,XT-R36,,,,,,,,,,,,
1-5GBW,-0.728,Fountain,Skaven,-47.4520097071707,2.921918848829,-1.700839008323,ATQ-QS,F-88PJ,O-PNSN,,,,,,,,,,,
1-7B6D,-0.692,Wicked Creek,J-9M7D,6.1768065720219,1.1403875005246,-18.0776539967383,4-EFLU,F-QQ5N,H6-EYX,,,,,,,,,,,
1-7HVI,-0.403,Scalding Pass,CN5-F2,6.6867495636102,2.5488792762376,-13.2472942031866,4-43BW,OX-S7P,V-F6DQ,,,,,,,,,,,
1-7KWU,-0.405,Impass,5J-SSP,-4.6305788584212,0.60663577571,-28.8488088852979,3-UCBF,H-HWQR,,,,,,,,,,,,
1-BK1Q,-0.595,Oasa,S-Q02B,21.4887079236273,7.2663554078339,12.3960399748452,RJBC-I,S7WI-F,,,,,,,,,,,,
1-EVAX,-0.53,Malpais,G-HISF,18.6730288966204,5.5841906072909,5.7840707351993,B2J-5N,I8-AJY,JA-G0T,XTVZ-E,,,,,,,,,,
1-GBBP,-0.772,Vale of the Silent,F-V9QW,-5.7624972030502,12.0705487289687,20.9793461215405,C-FP70,T-ZWA1,V-NL3K,ZA0L-U,,,,,,,,,,
1-GBVE,-0.437,Detorid,PR-ACX,9.6883739059822,-2.0634563835637,-19.3600713527659,E-1XVP,L8-WNE,,,,,,,,,,,,
1-HDQ4,-0.728,Oasa,F-W6B4,23.9814177590751,4.497833606428,10.8029599301801,1EO-OE,WVMS-X,,,,,,,,,,,,
1-KCSA,-0.184,The Kalevala Expanse,6-CBBM,14.4979491872381,2.9976760406287,11.9818144736953,F48K-D,UJXC-B,XTJ-5Q,,,,,,,,,,,
1-NJLK,-0.302,Period Basis,J8-G8K,-39.2249977145318,9.043823088322,-37.2512518137185,8KR9-5,G-C8QO,VR-YIQ,Y-CWQY,,,,,,,,,,
1-NKVT,-0.16,Syndicate,DS-M4Q,-27.8938660426961,2.6819933446983,5.3400739877634,KTHT-O,QWF-6P,,,,,,,,,,,,
1-NW2G,-0.006,Cloud Ring,Balenne,-32.5245512073385,5.6405762743945,14.3685528709573,O-IVNH,O-ZXUV,,,,,,,,,,,,
1-PGSG,-0.497,Detorid,1RG-GU,6.2253667908518,-1.3859715493969,-19.6478749034395,2-X0PF,,,,,,,,,,,,,
1-SMEB,-0.103,Delve,YX-LYK,-41.6351094920282,2.4220595444733,-19.4171618144253,6Q-R50,M5-CGW,Q-HESZ,Sakht,,,,,,,,,,
1-Y6KI,-0.181,Venal,ST-0EZ,-14.7956668001866,11.8421567556884,27.5138681868054,9-266Q,H-PA29,YP-J33,,,,,,,,,,,
10UZ-P,-0.129,Syndicate,GN-ACS,-32.5251838946697,3.1578085991857,10.9631453100078,9GYL-O,9U-TTJ,EN-VOD,LSC4-P,,,,,,,,,,
111-F1,-0.096,Esoteria,7ZRW-G,-9.4350260622572,1.7442597574854,-44.3156082640091,H-T40Z,J-RVGD,,,,,,,,,,,,
12YA-2,-0.175,Pure Blind,U8-CWA,-23.7856084078904,10.9429056989046,23.2816847735167,5-9WNU,BDV3-T,,,,,,,,,,,,
13-49W,-0.164,Malpais,1M4-FN,17.3398229383236,7.739887355583,6.7347771480502,NBO-O0,R-RMDH,TD-4XL,,,,,,,,,,,
14YI-D,-0.095,Fountain,Hydra,-47.2462980645836,3.333335926598,-4.6900374832023,I-CUVX,J-RQMF,,,,,,,,,,,,
15U-JY,-0.153,Fountain,Chimera,-42.917219332668,0.7426560777329,-0.9493108224404,6VDT-H,,,,,,,,,,,,,
15W-GC,-0.323,Tribute,LLAP-1,-13.177023247338,10.6630225289183,21.0783337222986,C2X-M5,E-OGL4,PNDN-V,,,,,,,,,,,
16-31U,0,UUA-F4,B-HLOG,12.1880918563826,10.2212042601347,36.3861799898875,1TS-WN,H472-N,,,,,,,,,,,,
168-6H,-0.132,Great Wildlands,BB8E-G,3.1050389147984,2.8791473343882,-8.3691091379849,V-2GYS,,,,,,,,,,,,,
16AM-3,-0.173,Tenerifis,50-5UD,7.0247053508164,-0.3059057799027,-30.084361771514,B8HU-Z,BB-EKF,DZ6-I5,,,,,,,,,,,
16P-PX,-0.717,Esoteria,JSZ-X6,-7.0163465220977,-1.6992892112277,-42.6214836492881,CR-0E5,WX-6UX,,,,,,,,,,,,
18-GZM,-0.104,Providence,04-H4M,-13.9741665296043,6.4312267961187,-17.738336460519,1-1I53,,,,,,,,,,,,,
18A-NB,-0.002,UUA-F4,LC-AQD,9.8403402368661,2.5727567579592,18.5201510546659,,,,,,,,,,,,,,
18XA-C,-0.143,Providence,Q-6LG1,-11.8065144894107,4.5219865175326,-14.988570204049,I-MGAB,Z-RFE3,,,,,,,,,,,,
1A8-6G,-0.271,Perrigen Falls,X7-FTR,21.6471386998578,4.8608159497935,8.9287651634411,2V-ZHM,H-FOYG,PE-SAM,RY-2FX,,,,,,,,,,
1ACJ-6,-0.48,Etherium Reach,M9-AN3,13.2009932664135,4.8126688457363,4.6556807255715,F9-FUV,,,,,,,,,,,,,
1B-VKF,-0.039,Delve,O5K-Y6,-43.8567422623635,4.909234066444,-22.5463167813542,IP6V-X,QC-YX6,,,,,,,,,,,,
1BWK-S,-0.222,Tenal,9P57-V,-4.4204314160422,9.0791980751825,41.3377376500193,NV-3KA,RKE-CP,U1TX-A,,,,,,,,,,,
1C-953,-0.072,Great Wildlands,T-W4L3,2.2533372073509,3.5185496495317,-9.147751467599,1L-AED,IX8-JB,,,,,,,,,,,,
1C-TD6,-0.375,J7HZ-F,3A-CND,-3.8871878767634,9.5213251209331,27.6292026608493,,,,,,,,,,,,,,
1DDR-X,-0.181,Paragon Soul,IZ-FBT,-9.339962593895,-4.1210229568466,-47.5713198114403,AA-GWF,HHJD-5,ZWV-GD,,,,,,,,,,,
1DH-SX,-0.015,Delve,XPJ1-6,-39.4472828205345,4.6581909822635,-22.1805808734904,A-ELE2,F2OY-X,PR-8CA,Z3V-1W,,,,,,,,,,
1DQ1-A,-0.386,Delve,O-EIMK,-44.7952852626297,4.1564891575706,-24.2241754479548,8WA-Z6,MO-GZ5,N-8YET,T5ZI-S,,,,,,,,,,
1E-W5I,-0.375,Period Basis,OY3-DM,-44.3166911890361,7.6648193926848,-41.3446677825555,RYQC-I,,,,,,,,,,,,,
1EO-OE,-0.669,Oasa,F-W6B4,23.6484962497202,5.1054510479799,10.5472100819051,1-HDQ4,5-9L3H,6U-MFQ,YQTK-R,,,,,,,,,,
1G-MJE,-0.784,Branch,Q5KW-Z,-14.9641175770079,5.1069225391779,39.2003935366889,C-LP3N,RO90-H,WO-AIJ,,,,,,,,,,,
1GH-48,-0.291,Etherium Reach,RDD-E6,18.000308714455,7.1759339793189,2.453571323136,B-2VXB,FIZU-X,IRD-HU,IS-OBW,,,,,,,,,,
1GT-MA,-0.825,Cobalt Edge,N4TD-6,28.8278154390886,5.5999522459987,26.4616621840814,RGU1-T,,,,,,,,,,,,,
1H-I12,-0.006,Stain,T-L301,-14.1869274853831,5.12650851231,-35.6159259165129,4A-XJ6,D9D-GD,GU-54G,WEQT-K,,,,,,,,,,
1H4V-O,-0.1,Stain,WF-OP4,-20.5718057705849,10.9673422798052,-26.8757633547959,5J-UEX,O-CT8N,,,,,,,,,,,,
1H5-3W,-0.039,Etherium Reach,6TT8-Z,12.3671938497204,9.691353609114,1.4803229436117,TP-RTO,,,,,,,,,,,,,
1HH3-E,0,UUA-F4,HN5-RL,9.7933668859589,7.0505817279457,31.6078785872057,,,,,,,,,,,,,,
1I5-0V,-0.533,The Spire,OC-TTA,21.0933828509607,5.6487314465107,0.5874889313438,KPI-OW,P65-TA,,,,,,,,,,,,
1I6F-9,-0.648,Omist,RL36-K,13.1809105955875,-3.0713202178083,-40.3218743805893,QSF-EJ,Z-7OK1,,,,,,,,,,,,
1IX-C0,-0.973,Branch,LIB-F9,-20.1179953815664,4.6630450986017,40.5616746244404,W-4FA9,Y-1918,,,,,,,,,,,,
1KAW-T,-0.402,Detorid,RFQ-8Y,14.61402670096,-2.3612362509615,-17.9578877691207,0-6VZ5,DG-8VJ,,,,,,,,,,,,
1L-AED,-0.072,Great Wildlands,T-W4L3,2.2684852853709,3.3667928962954,-9.4660417161499,1C-953,IX8-JB,N-6Z8B,WTIE-6,,,,,,,,,,
1L-BHT,-0.002,Outer Ring,Heart,-35.6670529326332,3.3130676608437,8.3100544030658,D5IW-F,E9G-MT,,,,,,,,,,,,
1L-OEK,-0.665,Wicked Creek,R-M719,6.4315183717601,0.6079709751922,-17.5572952071644,5H-SM2,F-QQ5N,Q-GQHN,SO-X5L,YI-GV6,,,,,,,,,
1M4-FK,-0.032,Querious,PUB-0R,-34.3498539622423,4.5714899864041,-19.4896206910996,L-6BE1,,,,,,,,,,,,,
1M7-RK,-1,Cobalt Edge,G3-MU3,31.2923824621942,4.7689998500295,16.5903445488435,P-H5IY,,,,,,,,,,,,,
1N-FJ8,-0.223,Vale of the Silent,DILJ-7,-5.0006714801914,9.7488074070252,17.3106648836876,2DWM-2,,,,,,,,,,,,,
1NZV-7,-0.638,Malpais,3TS-12,17.2060390094263,6.0187080837394,11.3771920402053,7-2Z93,B-VFDD,LY-WRW,,,,,,,,,,,
1P-QWR,-0.611,Oasa,04-LOF,24.9736553088094,5.078063734356,11.9160039630689,3-JG3X,BQ0-UU,GK3-RX,RF-X7V,,,,,,,,,,
1P-WGB,-0.109,Catch,EM-L3K,-4.934902167804,1.8285432936972,-17.0452555194138,F4R2-Q,Jamunda,K0CN-3,,,,,,,,,,,
1PF-BC,-0.712,Etherium Reach,H7Q-DG,16.4236020276005,3.6794021638992,2.2627269116712,C-V6DQ,D-OJEZ,EX-GBT,QHJR-E,,,,,,,,,,
1Q-BBM,0,UUA-F4,J-4QD7,8.8684936090637,5.6207619019691,19.4830642854025,,,,,,,,,,,,,,
1QH-0K,-0.07,Tenal,09-4XW,-8.0960391080259,6.0641113467619,42.0821398277527,PNS7-J,W8O-19,ZH3-BS,,,,,,,,,,,
1QZ-Y9,-0.438,Scalding Pass,DITJ-X,11.6935709847006,1.791088745041,-13.9667243617669,4-CM8I,MSG-BZ,ZDB-HT,,,,,,,,,,,
1S-1V7,-0.001,UUA-F4,9RW5-Z,8.9482122042794,1.9731051785103,17.4086298852795,,,,,,,,,,,,,,
1S-SU1,-1,The Kalevala Expanse,8UD2-J,10.322233112181,6.7119536149485,8.0666375423607,9P4O-F,LEM-I1,,,,,,,,,,,,
1SR-HT,-0.12,J7HZ-F,1-Z95W,0.1326228259204,7.2907843487819,22.411136526359,,,,,,,,,,,,,,
1TG7-W,-0.059,Insmother,Z-ONUI,17.4008095764178,1.1961873905049,-14.2526548638442,A-TJ0G,QYD-WK,R959-U,U-UTU9,,,,,,,,,,
1TS-WN,0,UUA-F4,B-HLOG,12.0498026056186,8.3927544693832,36.56739339304,16-31U,B-DXO9,,,,,,,,,,,,
1V-LI2,-0.429,Scalding Pass,ENP-SH,8.9552070769541,-0.0605618822173,-12.5287336217197,5E-CMA,GDHN-K,LQ-OAI,M9-MLR,Q-K2T7,,,,,,,,,
1VK-6B,-0.169,Vale of the Silent,A3-T8B,-0.0863942619664,5.1354029253264,13.6755175421839,7G-H7D,E-SCTX,S6QX-N,,,,,,,,,,,
1W-0KS,-0.103,Vale of the Silent,A3-T8B,-1.1476118395386,4.6232484927361,13.7967124658915,IT-YAU,QP0K-B,,,,,,,,,,,,
1ZF-PJ,-0.862,Insmother,TL-FDN,16.1622139058842,4.3028050284382,-9.210480938387,FX4L-2,HFC-AQ,,,,,,,,,,,,
2-2EWC,-0.107,Cache,BVA-YH,21.1902825837728,0.1991642570932,-10.9683458521898,995-3G,LMM7-L,Q-UEN6,,,,,,,,,,,
2-3Q2G,-1,Tenal,1D-65L,-12.971839825079,4.4642723185499,45.8816563774127,V7-MID,ZIU-EP,,,,,,,,,,,,
2-4ZT5,-0.001,UUA-F4,7PUP-K,7.3374617928672,5.410544070224,24.1913433930754,,,,,,,,,,,,,,
2-6TGQ,-0.211,Pure Blind,U-7RBK,-22.6411801439881,10.6092893041845,22.9136299932683,5ZXX-K,DP-1YE,,,,,,,,,,,,
2-84WC,-0.885,Outer Passage,IM-8S5,30.3841554815053,0.6623599850196,10.0928111466052,24I-FE,,,,,,,,,,,,,
2-9Z6V,-0.623,Cobalt Edge,G3-MU3,30.75852094936,3.403161827671,16.5748466536133,E-B957,MK-YNM,,,,,,,,,,,,
2-F3OE,-0.516,Feythabolis,3-U491,-0.3702876696995,-4.926584670749,-38.199190955553,TR07-S,,,,,,,,,,,,,
2-KF56,-0.828,Deklein,VW7-YN,-23.8645074523555,8.4357789978761,28.1590473452496,2R-CRW,VFK-IV,YA0-XJ,,,,,,,,,,,
